pr2,pr3,State,FIPSCode
0.8682779646101141,0.031709259393325126,AK,200000000
0.9356589147286821,NA,AL,100100000
0.8988151213090089,NA,AL,100300000
0.9371165644171779,NA,AL,100500000
0.9262295081967213,NA,AL,100700000
0.917283950617284,NA,AL,100900000
0.9325513196480938,NA,AL,101100000
0.9058614564831261,NA,AL,101300000
0.903405572755418,NA,AL,101500000
0.9024793388429752,NA,AL,101700000
0.9488272921108742,NA,AL,101900000
0.9239130434782609,NA,AL,102100000
0.8972602739726028,NA,AL,102300000
0.8853092783505154,NA,AL,102500000
0.9017199017199017,NA,AL,102700000
0.9467455621301775,NA,AL,102900000
0.8815931108719053,NA,AL,103100000
0.9335016835016835,NA,AL,103300000
0.9068493150684932,NA,AL,103500000
0.94972067039106145,NA,AL,103700000
0.8914354644149578,NA,AL,103900000
0.8849557522123894,NA,AL,104100000
0.9330453563714903,NA,AL,104300000
0.9407582938388626,NA,AL,104500000
0.8796296296296297,NA,AL,104700000
0.9157608695652174,NA,AL,104900000
0.8985507246376812,NA,AL,105100000
0.8973214285714286,NA,AL,105300000
0.9277251184834123,NA,AL,105500000
0.9081272084805654,NA,AL,105700000
0.935042735042735,NA,AL,105900000
0.912621359223301,NA,AL,106100000
0.8648648648648649,NA,AL,106300000
0.8779342723004695,NA,AL,106500000
0.9336016096579477,NA,AL,106700000
0.9119749776586238,NA,AL,106900000
0.9396863691194209,NA,AL,107100000
0.863941427699817,NA,AL,107300000
0.9083333333333333,NA,AL,107500000
0.9231143552311436,NA,AL,107700000
0.9389473684210526,NA,AL,107900000
0.914095079232694,NA,AL,108100000
1,NA,AL,108300000
0.9413793103448276,NA,AL,108500000
0.8762886597938144,NA,AL,108700000
0.9106760179232418,NA,AL,108900000
0.8466183574879227,NA,AL,109100000
0.9323144104803494,NA,AL,109300000
0.8974776240846216,NA,AL,109500000
0.8772714565278166,NA,AL,109700000
0.8739495798319328,NA,AL,109900000
0.8979138925876609,NA,AL,110100000
0.8729488982653539,NA,AL,110300000
0.8329519450800915,NA,AL,110500000
0.8588516746411483,NA,AL,110700000
0.9163179916317992,NA,AL,110900000
0.9298831385642737,NA,AL,111100000
0.9373134328358209,NA,AL,111300000
0.9240331491712708,NA,AL,111500000
0.9134914929307453,NA,AL,111700000
0.9278350515463918,NA,AL,111900000
0.9050632911392406,NA,AL,112100000
0.853585657370518,NA,AL,112300000
0.8833487226839027,NA,AL,112500000
0.9295454545454546,NA,AL,112700000
0.9183098591549296,NA,AL,112900000
0.8387650085763293,NA,AL,113100000
0.5769230769230769,NA,AL,113300000
0.8533333333333334,0.0234375,AR,500100000
0.8879668049792531,0.02336448598130841,AR,500300000
0.8728179551122195,0.06714285714285714,AR,500500000
0.8794411177644711,0.07807535179300953,AR,500700000
0.9454887218045113,0.05964214711729622,AR,500900000
0.9739130434782609,0.09821428571428571,AR,501100000
1,NA,AR,501300000
0.9166666666666666,0.051515151515151514,AR,501500000
1,0.014084507042253521,AR,501700000
0.8917378917378918,0.006389776357827476,AR,501900000
1,0.05084745762711865,AR,502100000
0.9375,0.06111111111111111,AR,502300000
1,NA,AR,502500000
0.9370860927152318,0,AR,502700000
0.8756476683937824,0.09171597633136094,AR,502900000
0.9179431072210066,0.073897497020262215,AR,503100000
0.9023904382470119,0.0640176600441501,AR,503300000
0.7260083449235049,0.3773946360153257,AR,503500000
0.9323843416370107,0.1717557251908397,AR,503700000
1,0.06382978723404255,AR,503900000
1,NA,AR,504100000
NA,NA,AR,504300000
0.8969162995594714,0.0825147347740668,AR,504500000
1,0.02976190476190476,AR,504700000
0.9515151515151515,0.03184713375796178,AR,504900000
0.9972356599861782,0.03257103257103257,AR,505100000
NA,NA,AR,505300000
0.7791164658634538,0.4845360824742268,AR,505500000
0.9624277456647399,0.015015015015015015,AR,505700000
1,0.07553956834532374,AR,505900000
1,0.09027777777777778,AR,506100000
NA,NA,AR,506300000
0.9230769230769231,0.009259259259259259,AR,506500000
NA,NA,AR,506700000
NA,NA,AR,506900000
0.9537953795379538,0.03460207612456748,AR,507100000
0.8601694915254238,0.019704433497536946,AR,507300000
0.8933333333333333,NA,AR,507500000
0.9292452830188679,0.07106598984771574,AR,507700000
0.9324324324324325,0.09420289855072464,AR,507900000
0.9364161849710982,0.018518518518518517,AR,508100000
0.9620253164556962,0.05263157894736842,AR,508300000
NA,NA,AR,508500000
0.9675324675324676,0.11409395973154363,AR,508700000
1,0.13333333333333333,AR,508900000
0.9028571428571428,0.0189873417721519,AR,509100000
0.8604651162790697,0.0171990171990172,AR,509300000
NA,NA,AR,509500000
0.9308176100628931,0.04054054054054054,AR,509700000
1,NA,AR,509900000
NA,NA,AR,510100000
0.906896551724138,0.034220532319391636,AR,510300000
NA,NA,AR,510500000
0.9186295503211992,0.04895104895104895,AR,510700000
1,0.07518796992481203,AR,510900000
0.927461139896373,0.05027932960893855,AR,511100000
0.9380053908355795,0.05747126436781609,AR,511300000
0.8941908713692946,0.03248259860788863,AR,511500000
0.9294117647058824,0.05063291139240506,AR,511700000
0.9712643678160919,0.041875284478834776,AR,511900000
0.9541984732824428,0.024,AR,512100000
NA,NA,AR,512300000
0.9396135265700483,0.02442159383033419,AR,512500000
0.8790322580645161,NA,AR,512700000
1,0.12658227848101267,AR,512900000
0.8766129032258064,0.031278748850046,AR,513100000
0.9661016949152542,0.02631578947368421,AR,513300000
0.8944591029023746,NA,AR,513500000
1,0.020833333333333332,AR,513700000
0.9196078431372549,0.04904051172707889,AR,513900000
0.9424778761061947,0.004694835680751174,AR,514100000
0.8841430859583556,0.04830917874396135,AR,514300000
0.8437900128040973,0.04400606980273141,AR,514500000
0.9824561403508771,0.03571428571428571,AR,514700000
1,0.0736196319018405,AR,514900000
0.6980049481497078,0.04110105580693816,AZ,400100000
0.783833421336578,0.015464370441964678,AZ,400300000
0.8004226993501491,0.00747723515040841,AZ,400500000
0.8350383631713555,0.0018847920838732477,AZ,400700000
0.7637787567302986,0.0029479620610099976,AZ,400900000
0.7972555746140652,0.006024096385542169,AZ,401100000
0.7421782178217822,0.00720384204909285,AZ,401200000
0.8157009438499655,0.003309780052034831,AZ,401300000
0.8194957443391682,0.003429355281207133,AZ,401500000
0.7447959350926078,0.0037411971830985913,AZ,401700000
0.8419569256535734,0.0027040719593954066,AZ,401900000
0.7412769298719144,0.009125013792342491,AZ,402100000
0.7035693463755911,0.0343430623331185,AZ,402300000
0.8802413131927231,0.02704253487902583,AZ,402500000
0.7774064529983358,0.004920325259396095,AZ,402700000
0.7589118501501793,0.004436529439270109,CA,600100000
0.8682385575589459,0.007987220447284345,CA,600300000
0.8153200419727177,0.002010939510939511,CA,600500000
0.7772602678670916,0.009475887378863467,CA,600700000
0.8186488320248134,0.0034335780251006395,CA,600900000
0.785369476420349,0.005437352245862884,CA,601100000
0.7601653576262516,0.00406014553416189,CA,601300000
0.721133901820696,0.01933525087887504,CA,601500000
0.8797756955936804,NA,CA,601700000
0.6390726124704025,0.011349812586065296,CA,601900000
0.7980598727443413,0.003528950463991635,CA,602100000
0.7011444011761901,0.004250495891187305,CA,602300000
0.7205424225765072,0.020382211887807006,CA,602500000
0.740639400921659,0.004472097997277854,CA,602700000
0.600460319909479,0.008230012063070587,CA,602900000
0.6754966887417219,0.0020195344055225087,CA,603100000
0.74935253061762,0.008728252592115283,CA,603300000
0.6117321016166282,0.0019631531259438235,CA,603500000
0.5379588635081233,0.010726999068256205,CA,603700000
0.756409923366671,0.004911051583213133,CA,603900000
0.8532730238267391,0.010326140506453838,CA,604100000
0.8542315680166147,0.007141771767208631,CA,604300000
0.7854980539137956,NA,CA,604500000
0.56929203539823,0.007668791129074045,CA,604700000
0.7485380116959064,0.012073863636363636,CA,604900000
0.8239178283198826,0.006530127634312852,CA,605100000
0.7555770102836412,0.006853558429489662,CA,605300000
0.829676803950174,0.00711797923781828,CA,605500000
0.829142247270957,5.64563479517637e-4,CA,605700000
0.7186067982034706,0.0039024860945501665,CA,605900000
0.8129162585700294,0.0047666380517778885,CA,606100000
0.8418538384177003,9.955201592832254e-5,CA,606300000
0.7074308462339158,0.012770944779898333,CA,606500000
0.7321442184583207,0.005224880791554756,CA,606700000
0.7678724825808915,0.006463642013673089,CA,606900000
0.690455103542783,0.004919192075609995,CA,607100000
0.7780808246088089,0.004362768562970261,CA,607300000
0.9969033033935887,0.008199316912080704,CA,607500000
0.6358147646125364,0.006909012914589521,CA,607700000
0.7928611691105836,0.011785556935154404,CA,607900000
0.8104179374849813,0.004219621009607051,CA,608100000
0.7837075933607281,0.00721058870011853,CA,608300000
0.7741817574801699,0.006998375410329714,CA,608500000
0.8199769768883379,0.0038276937844972402,CA,608700000
0.7931526984303068,0.004056014965296596,CA,608900000
0.824622030237581,0.003666841278156103,CA,609100000
0.8168434383409846,0.004134366925064599,CA,609300000
0.7233608783736284,0.0028537350355612493,CA,609500000
0.8545252637423654,0.004878800894263279,CA,609700000
0.7427582716369072,0.008905933062880324,CA,609900000
0.7947227747389358,0.010363302178248797,CA,610100000
0.7957478414260515,0.005250262513125656,CA,610300000
0.7452734638757597,0.006115515288788222,CA,610500000
0.6556842460362082,0.009208078835929976,CA,610700000
0.8101636654818171,0.010703437635600983,CA,610900000
0.774410893060396,0.004841645431379687,CA,611100000
0.6750272177280432,0.001796578334898534,CA,611300000
0.7082578775805868,0.02787010994630529,CA,611500000
0.748688209918878,0.015220254646568124,CO,800100000
0.7629395064424547,0.0038643194504079004,CO,800300000
0.7657246694318178,0.007930267010229659,CO,800500000
0.7873688811188811,0.0036081043574798777,CO,800700000
0.8099268949595998,0.003800475059382423,CO,800900000
0.7868596010950333,0.015904572564612324,CO,801100000
0.8058999514239149,0.0069626742076859816,CO,801300000
0.812746744112175,0.00798414337958181,CO,801400000
0.8228293413173653,0.007368325297916856,CO,801500000
0.843701399688958,0.010138248847926268,CO,801700000
0.7748307777317309,0.0067748261722232125,CO,801900000
0.7954195535026943,0.009436244858456327,CO,802100000
0.7527535131029244,0.016145307769929364,CO,802300000
0.8020408163265306,0.013994910941475827,CO,802500000
0.8491683112489428,0.008300132802124834,CO,802700000
0.8112923462986198,0.007485307763686978,CO,802900000
0.7452014498582746,0.008814568309710715,CO,803100000
0.8618376928236083,0.007003891050583658,CO,803300000
0.8303261224696403,0.007559341384068855,CO,803500000
0.772548658439246,0.0044108881382873034,CO,803700000
0.8286841820737377,0.006001696131515429,CO,803900000
0.7738735547853366,0.00918960799505703,CO,804100000
0.7632807939287799,0.009321223709369025,CO,804300000
0.7744321027665655,0.009473083507704014,CO,804500000
0.7577174929840973,6.172839506172839e-4,CO,804700000
0.7820809784119337,0.008529795047980097,CO,804900000
0.7705247301029375,0.004127294449875095,CO,805100000
0.8555399719495091,0.001639344262295082,CO,805300000
0.8158868335146899,0.009069085089357162,CO,805500000
0.8560235063663075,0,CO,805700000
0.8096392153276327,0.008769782998857889,CO,805900000
0.8990731204943357,0.001145475372279496,CO,806100000
0.8084722848129788,0.014492753623188406,CO,806300000
0.6725943970767357,0.01666063020644694,CO,806500000
0.7853999893972327,0.006648666891663854,CO,806700000
0.7818420839219937,0.006441856783329785,CO,806900000
0.7572138126773889,0.010620021864750898,CO,807100000
0.8561202576950608,0.006270903010033445,CO,807300000
0.8010679776233259,0.003914929637075442,CO,807500000
0.7920929791471292,0.012478050337891768,CO,807700000
0.8730769230769231,0,CO,807900000
0.7706742590914973,0.0025188916876574307,CO,808100000
0.7833009021758358,0.015130984643179765,CO,808300000
0.7994456543258761,0.007330361565131253,CO,808500000
0.7625196420031427,0.002956724307857719,CO,808700000
0.7799892895394502,0.005149330587023687,CO,808900000
0.8415529905561385,0.018703241895261846,CO,809100000
0.7118120601488532,0.0051212746283519454,CO,809300000
0.8562277580071175,0.007481296758104738,CO,809500000
0.7132186509732911,0.020416798899820163,CO,809700000
0.77495462794918335,0.00195160031225605,CO,809900000
0.7617265617265617,0.010943307946245224,CO,810100000
0.8263588263588264,2.910360884749709e-4,CO,810300000
0.7617401325266494,0.0035930408472012103,CO,810500000
