FIPSCode,jurisdiction,households,median_household_income
48151,"Fisher County, Texas",1649,46827
48153,"Floyd County, Texas",2328,48555
48155,"Foard County, Texas",557,46354
48157,"Fort Bend County, Texas",230381,95561
48159,"Franklin County, Texas",3806,52944
48161,"Freestone County, Texas",6865,48731
48163,"Frio County, Texas",4624,42476
48165,"Gaines County, Texas",5737,59032
48167,"Galveston County, Texas",119181,69369
48169,"Garza County, Texas",1628,55039
48171,"Gillespie County, Texas",10717,58325
48173,"Glasscock County, Texas",432,75833
48175,"Goliad County, Texas",2681,60492
48177,"Gonzales County, Texas",7214,53006
48179,"Gray County, Texas",8000,47170
48181,"Grayson County, Texas",47957,54370
48183,"Gregg County, Texas",45532,49287
48185,"Grimes County, Texas",8793,50298
48187,"Guadalupe County, Texas",53107,70931
48189,"Hale County, Texas",11146,47080
48191,"Hall County, Texas",1301,32921
48193,"Hamilton County, Texas",3108,47500
48195,"Hansford County, Texas",1855,39229
48197,"Hardeman County, Texas",1519,42238
48199,"Hardin County, Texas",20385,59105
48201,"Harris County, Texas",1583486,60146
48203,"Harrison County, Texas",23217,51202
48205,"Hartley County, Texas",1681,59280
48207,"Haskell County, Texas",2125,46013
48209,"Hays County, Texas",70881,65935
48211,"Hemphill County, Texas",1323,63778
48213,"Henderson County, Texas",30885,45798
48215,"Hidalgo County, Texas",234879,38398
48217,"Hill County, Texas",12769,48823
48219,"Hockley County, Texas",7946,48116
48221,"Hood County, Texas",21969,59049
48223,"Hopkins County, Texas",13405,51877
48225,"Houston County, Texas",8209,34297
48227,"Howard County, Texas",11036,51528
48229,"Hudspeth County, Texas",900,29318
48231,"Hunt County, Texas",32369,51928
48233,"Hutchinson County, Texas",7191,50651
48235,"Irion County, Texas",634,54706
48237,"Jack County, Texas",3160,51700
48239,"Jackson County, Texas",5237,60276
48241,"Jasper County, Texas",12583,46088
48243,"Jeff Davis County, Texas",1050,53194
48245,"Jefferson County, Texas",94002,48463
48247,"Jim Hogg County, Texas",1710,32049
48249,"Jim Wells County, Texas",13043,42005
48251,"Johnson County, Texas",56433,62066
48253,"Jones County, Texas",5593,45694
48255,"Karnes County, Texas",4246,52252
48257,"Kaufman County, Texas",37364,65390
48259,"Kendall County, Texas",14159,82390
48261,"Kenedy County, Texas",209,36125
48263,"Kent County, Texas",318,45926
48265,"Kerr County, Texas",20766,52473
48267,"Kimble County, Texas",1948,42500
48269,"King County, Texas",91,65125
48271,"Kinney County, Texas",1170,31468
48273,"Kleberg County, Texas",10946,42021
48275,"Knox County, Texas",1330,46146
48277,"Lamar County, Texas",19313,43562
48279,"Lamb County, Texas",4754,43396
48281,"Lampasas County, Texas",7738,58194
48283,"La Salle County, Texas",2216,51792
48285,"Lavaca County, Texas",7756,53021
48287,"Lee County, Texas",6104,55000
48289,"Leon County, Texas",6249,44818
48291,"Liberty County, Texas",26203,49850
48293,"Limestone County, Texas",8169,42680
48295,"Lipscomb County, Texas",1256,57372
48297,"Live Oak County, Texas",3675,55766
48299,"Llano County, Texas",8491,52178
48301,"Loving County, Texas",33,81875
48303,"Lubbock County, Texas",112185,50473
48305,"Lynn County, Texas",2133,43524
48307,"McCulloch County, Texas",3255,45329
48309,"McLennan County, Texas",89034,48199
48311,"McMullen County, Texas",223,68750
48313,"Madison County, Texas",4201,49428
48315,"Marion County, Texas",4459,37283
48317,"Martin County, Texas",1626,69722
48319,"Mason County, Texas",1667,40708
48321,"Matagorda County, Texas",13636,45500
48323,"Maverick County, Texas",16307,38035
48325,"Medina County, Texas",15470,61059
48327,"Menard County, Texas",992,40606
48329,"Midland County, Texas",55980,78888
48331,"Milam County, Texas",9381,47081
48333,"Mills County, Texas",1750,41827
48335,"Mitchell County, Texas",2441,49670
48337,"Montague County, Texas",7995,51774
48339,"Montgomery County, Texas",192823,77416
48341,"Moore County, Texas",6626,51527
48343,"Morris County, Texas",5048,42961
48345,"Motley County, Texas",465,43750
48347,"Nacogdoches County, Texas",23904,43598
48349,"Navarro County, Texas",17397,47920
48351,"Newton County, Texas",4978,40950
48353,"Nolan County, Texas",5469,44346
48355,"Nueces County, Texas",128926,55048
48357,"Ochiltree County, Texas",3443,49928
48359,"Oldham County, Texas",527,63315
48361,"Orange County, Texas",31989,55700
48363,"Palo Pinto County, Texas",10312,45979
48365,"Panola County, Texas",8827,51569
48367,"Parker County, Texas",44255,74625
48369,"Parmer County, Texas",3318,54184
48371,"Pecos County, Texas",4557,52282
48373,"Polk County, Texas",17803,46182
48375,"Potter County, Texas",43944,43157
48377,"Presidio County, Texas",2627,27061
48379,"Rains County, Texas",4331,49872
48381,"Randall County, Texas",49187,67397
48383,"Reagan County, Texas",1147,70478
48385,"Real County, Texas",1227,34813
48387,"Red River County, Texas",5048,37955
48389,"Reeves County, Texas",3713,58384
48391,"Refugio County, Texas",2577,48112
48393,"Roberts County, Texas",311,73854
48395,"Robertson County, Texas",6358,54201
48397,"Rockwall County, Texas",31649,94767
48399,"Runnels County, Texas",3749,41732
48401,"Rusk County, Texas",17960,52329
48403,"Sabine County, Texas",4099,33257
48405,"San Augustine County, Texas",3356,35509
48407,"San Jacinto County, Texas",9487,44658
48409,"San Patricio County, Texas",23121,55229
48411,"San Saba County, Texas",2104,44698
48413,"Schleicher County, Texas",1105,55677
48415,"Scurry County, Texas",5884,55889
48417,"Shackelford County, Texas",1234,45187
48419,"Shelby County, Texas",9292,40764
48421,"Sherman County, Texas",1055,56576
48423,"Smith County, Texas",77195,53511
48425,"Somervell County, Texas",3239,53162
48427,"Starr County, Texas",16238,29294
48429,"Stephens County, Texas",3268,45336
48431,"Sterling County, Texas",462,59286
48433,"Stonewall County, Texas",582,48000
48435,"Sutton County, Texas",1484,60543
48437,"Swisher County, Texas",2514,38418
48439,"Tarrant County, Texas",698995,64874
48441,"Taylor County, Texas",49482,50818
48443,"Terrell County, Texas",396,33750
48445,"Terry County, Texas",4041,44975
48447,"Throckmorton County, Texas",703,44196
48449,"Titus County, Texas",10694,46698
48451,"Tom Green County, Texas",43131,51675
48453,"Travis County, Texas",458484,71767
48455,"Trinity County, Texas",5918,40407
48457,"Tyler County, Texas",7020,43936
48459,"Upshur County, Texas",14036,50906
48461,"Upton County, Texas",1305,52257
48463,"Uvalde County, Texas",8683,41752
48465,"Val Verde County, Texas",15429,45521
48467,"Van Zandt County, Texas",19615,51935
48469,"Victoria County, Texas",32544,55631
48471,"Walker County, Texas",21636,41855
48473,"Waller County, Texas",14807,57654
48475,"Ward County, Texas",3956,64630
48477,"Washington County, Texas",12381,56237
48479,"Webb County, Texas",73659,42293
48481,"Wharton County, Texas",15256,49619
48483,"Wheeler County, Texas",2254,49352
48485,"Wichita County, Texas",47951,46575
48487,"Wilbarger County, Texas",5263,48773
48489,"Willacy County, Texas",5810,29944
48491,"Williamson County, Texas",174754,83679
48493,"Wilson County, Texas",15820,72445
48495,"Winkler County, Texas",2572,59167
48497,"Wise County, Texas",22080,61709
48499,"Wood County, Texas",16531,48534
48501,"Yoakum County, Texas",2676,68814
48503,"Young County, Texas",7105,47194
48505,"Zapata County, Texas",4405,31113
48507,"Zavala County, Texas",3509,30988
49001,"Beaver County, Utah",2277,54212
49003,"Box Elder County, Utah",17302,59937
49005,"Cache County, Utah",37645,56840
49007,"Carbon County, Utah",7844,50278
49009,"Daggett County, Utah",145,81250
49011,"Davis County, Utah",102865,79690
49013,"Duchesne County, Utah",6644,63919
49015,"Emery County, Utah",3589,52055
49017,"Garfield County, Utah",1741,52337
49019,"Grand County, Utah",4006,48673
49021,"Iron County, Utah",16204,46809
49023,"Juab County, Utah",3390,62237
49025,"Kane County, Utah",2634,48269
49027,"Millard County, Utah",4306,60445
49029,"Morgan County, Utah",3306,89274
49031,"Piute County, Utah",499,39440
49033,"Rich County, Utah",620,49886
49035,"Salt Lake County, Utah",369429,71230
49037,"San Juan County, Utah",3992,44680
49039,"Sanpete County, Utah",8483,51720
49041,"Sevier County, Utah",7261,53020
49043,"Summit County, Utah",14555,100453
49045,"Tooele County, Utah",19901,71020
49047,"Uintah County, Utah",10625,66736
49049,"Utah County, Utah",160649,70408
49051,"Wasatch County, Utah",9567,77449
49053,"Washington County, Utah",54702,56877
49055,"Wayne County, Utah",1021,44694
49057,"Weber County, Utah",82417,64636
50001,"Addison County, Vermont",14733,65093
50003,"Bennington County, Vermont",14927,53040
50005,"Caledonia County, Vermont",12214,49348
50007,"Chittenden County, Vermont",65400,69896
50009,"Essex County, Vermont",2756,41045
50011,"Franklin County, Vermont",18582,64258
50013,"Grand Isle County, Vermont",2967,69583
50015,"Lamoille County, Vermont",10607,60365
50017,"Orange County, Vermont",12286,60159
50019,"Orleans County, Vermont",11679,47915
50021,"Rutland County, Vermont",25145,54973
50023,"Washington County, Vermont",24865,62108
50025,"Windham County, Vermont",19118,52659
50027,"Windsor County, Vermont",24310,58303
51001,"Accomack County, Virginia",13401,43210
51003,"Albemarle County, Virginia",40612,75394
51005,"Alleghany County, Virginia",6741,47794
51007,"Amelia County, Virginia",4789,58526
51009,"Amherst County, Virginia",12044,49170
51011,"Appomattox County, Virginia",6095,56176
51013,"Arlington County, Virginia",104716,117374
51015,"Augusta County, Virginia",29297,61305
51017,"Bath County, Virginia",1999,46137
51019,"Bedford County, Virginia",31206,61541
51021,"Bland County, Virginia",2523,50511
51023,"Botetourt County, Virginia",13161,68410
51025,"Brunswick County, Virginia",6048,41927
51027,"Buchanan County, Virginia",8871,30806
51029,"Buckingham County, Virginia",5827,46261
51031,"Campbell County, Virginia",22957,50258
51033,"Caroline County, Virginia",10911,64715
51035,"Carroll County, Virginia",12375,43532
51036,"Charles City County, Virginia",2856,59192
51037,"Charlotte County, Virginia",4543,39212
51041,"Chesterfield County, Virginia",123010,80214
51043,"Clarke County, Virginia",5639,77936
51045,"Craig County, Virginia",2266,55484
51047,"Culpeper County, Virginia",16903,73116
51049,"Cumberland County, Virginia",3963,46221
51051,"Dickenson County, Virginia",5841,29226
51053,"Dinwiddie County, Virginia",10391,55880
51057,"Essex County, Virginia",4463,52681
51059,"Fairfax County, Virginia",394447,121133
51061,"Fauquier County, Virginia",24333,97469
51063,"Floyd County, Virginia",6480,49729
51065,"Fluvanna County, Virginia",9842,74931
51067,"Franklin County, Virginia",23104,52639
51069,"Frederick County, Virginia",30973,73250
51071,"Giles County, Virginia",6987,52478
51073,"Gloucester County, Virginia",14759,66701
51075,"Goochland County, Virginia",8426,89741
51077,"Grayson County, Virginia",6542,33969
51079,"Greene County, Virginia",7357,64979
51081,"Greensville County, Virginia",3688,44534
51083,"Halifax County, Virginia",14025,42289
51085,"Hanover County, Virginia",38599,88652
51087,"Henrico County, Virginia",127111,68572
51089,"Henry County, Virginia",21598,36683
51091,"Highland County, Virginia",1123,46147
51093,"Isle of Wight County, Virginia",14304,71376
51095,"James City County, Virginia",28766,83048
51097,"King and Queen County, Virginia",2826,54516
51099,"King George County, Virginia",9103,87321
51101,"King William County, Virginia",6170,68720
51103,"Lancaster County, Virginia",5142,50739
51105,"Lee County, Virginia",9149,32718
51107,"Loudoun County, Virginia",125309,136268
51109,"Louisa County, Virginia",13575,59343
51111,"Lunenburg County, Virginia",4331,41868
51113,"Madison County, Virginia",5078,54197
51115,"Mathews County, Virginia",3908,67009
51117,"Mecklenburg County, Virginia",11815,42025
51119,"Middlesex County, Virginia",4454,51917
51121,"Montgomery County, Virginia",35483,54641
51125,"Nelson County, Virginia",6445,62446
51127,"New Kent County, Virginia",7754,79698
51131,"Northampton County, Virginia",5151,43553
51133,"Northumberland County, Virginia",5686,58677
51135,"Nottoway County, Virginia",5542,42869
51137,"Orange County, Virginia",13453,68481
51139,"Page County, Virginia",9338,47951
51141,"Patrick County, Virginia",7685,40486
51143,"Pittsylvania County, Virginia",26330,45382
51145,"Powhatan County, Virginia",10178,83914
51147,"Prince Edward County, Virginia",7187,46189
51149,"Prince George County, Virginia",11415,67001
51153,"Prince William County, Virginia",140473,103445
51155,"Pulaski County, Virginia",14525,52638
51157,"Rappahannock County, Virginia",2976,68438
51159,"Richmond County, Virginia",3139,49831
51161,"Roanoke County, Virginia",38343,65467
51163,"Rockbridge County, Virginia",8979,54805
51165,"Rockingham County, Virginia",30946,59817
51167,"Russell County, Virginia",10965,39482
51169,"Scott County, Virginia",8767,39144
51171,"Shenandoah County, Virginia",17315,54921
51173,"Smyth County, Virginia",12881,40425
51175,"Southampton County, Virginia",6522,54611
51177,"Spotsylvania County, Virginia",43677,85330
51179,"Stafford County, Virginia",46328,106773
51181,"Surry County, Virginia",2760,54844
51183,"Sussex County, Virginia",3814,45801
51185,"Tazewell County, Virginia",17042,40978
51187,"Warren County, Virginia",14379,68189
51191,"Washington County, Virginia",22331,46262
51193,"Westmoreland County, Virginia",7612,54268
51195,"Wise County, Virginia",15126,38345
51197,"Wythe County, Virginia",11955,48043
51199,"York County, Virginia",24617,90367
51510,"Alexandria city, Virginia",69979,96733
51520,"Bristol city, Virginia",7402,37904
51530,"Buena Vista city, Virginia",2539,34273
51540,"Charlottesville city, Virginia",18613,58933
51550,"Chesapeake city, Virginia",84230,75790
51570,"Colonial Heights city, Virginia",7054,53716
51580,"Covington city, Virginia",2409,39432
51590,"Danville city, Virginia",18479,36301
51595,"Emporia city, Virginia",2119,30857
51600,"Fairfax city, Virginia",8553,111574
51610,"Falls Church city, Virginia",5262,124796
51620,"Franklin city, Virginia",3526,40375
51630,"Fredericksburg city, Virginia",10582,63274
51640,"Galax city, Virginia",2742,31938
51650,"Hampton city, Virginia",53700,54550
51660,"Harrisonburg city, Virginia",16768,43893
51670,"Hopewell city, Virginia",9193,40497
51678,"Lexington city, Virginia",1984,36466
51680,"Lynchburg city, Virginia",28069,43374
51683,"Manassas city, Virginia",12749,78462
51685,"Manassas Park city, Virginia",4706,80667
51690,"Martinsville city, Virginia",5630,33224
51700,"Newport News city, Virginia",69324,51884
51710,"Norfolk city, Virginia",88155,49146
51720,"Norton city, Virginia",1819,28071
51730,"Petersburg city, Virginia",13274,36135
51735,"Poquoson city, Virginia",4615,96831
51740,"Portsmouth city, Virginia",36471,50224
51750,"Radford city, Virginia",5438,36743
51760,"Richmond city, Virginia",89846,45117
51770,"Roanoke city, Virginia",42037,43028
51775,"Salem city, Virginia",9881,57185
51790,"Staunton city, Virginia",10520,48049
51800,"Suffolk city, Virginia",33198,70664
51810,"Virginia Beach city, Virginia",169290,74186
51820,"Waynesboro city, Virginia",9144,45738
51830,"Williamsburg city, Virginia",4670,56163
51840,"Winchester city, Virginia",10554,53797
53001,"Adams County, Washington",5881,49142
53003,"Asotin County, Washington",9171,50423
53005,"Benton County, Washington",70983,65650
53007,"Chelan County, Washington",28038,56135
53009,"Clallam County, Washington",32732,49913
53011,"Clark County, Washington",171522,71636
53013,"Columbia County, Washington",1758,51111
53015,"Cowlitz County, Washington",41397,51752
53017,"Douglas County, Washington",15064,60452
53019,"Ferry County, Washington",3097,41924
53021,"Franklin County, Washington",26316,62002
53023,"Garfield County, Washington",997,52525
53025,"Grant County, Washington",30651,54982
53027,"Grays Harbor County, Washington",28263,47770
53029,"Island County, Washington",34364,64809
53031,"Jefferson County, Washington",14239,54471
53033,"King County, Washington",865627,89418
53035,"Kitsap County, Washington",101662,71610
53037,"Kittitas County, Washington",18003,55193
53039,"Klickitat County, Washington",8539,54056
53041,"Lewis County, Washington",30262,50216
53043,"Lincoln County, Washington",4485,50744
53045,"Mason County, Washington",23535,55726
53047,"Okanogan County, Washington",17527,45808
53049,"Pacific County, Washington",9087,44846
53051,"Pend Oreille County, Washington",5782,48583
53053,"Pierce County, Washington",317699,67868
53055,"San Juan County, Washington",8025,60711
53057,"Skagit County, Washington",47937,62865
53059,"Skamania County, Washington",4685,58598
53061,"Snohomish County, Washington",289737,82751
53063,"Spokane County, Washington",198489,54852
53065,"Stevens County, Washington",17433,49200
53067,"Thurston County, Washington",108070,69592
53069,"Wahkiakum County, Washington",1844,54085
53071,"Walla Walla County, Washington",22304,56533
53073,"Whatcom County, Washington",85008,59285
53075,"Whitman County, Washington",17910,42163
53077,"Yakima County, Washington",82300,49871
54001,"Barbour County, West Virginia",6416,39580
54003,"Berkeley County, West Virginia",43237,60615
54005,"Boone County, West Virginia",9148,38642
54007,"Braxton County, West Virginia",5491,42213
54009,"Brooke County, West Virginia",9957,49772
54011,"Cabell County, West Virginia",39628,38321
54013,"Calhoun County, West Virginia",2864,37610
54015,"Clay County, West Virginia",3261,35875
54017,"Doddridge County, West Virginia",2647,46449
54019,"Fayette County, West Virginia",17795,40379
54021,"Gilmer County, West Virginia",2670,35810
54023,"Grant County, West Virginia",4556,41071
54025,"Greenbrier County, West Virginia",15285,39038
54027,"Hampshire County, West Virginia",9663,40099
54029,"Hancock County, West Virginia",12697,45580
54031,"Hardy County, West Virginia",5521,47186
54033,"Harrison County, West Virginia",27436,50433
54035,"Jackson County, West Virginia",11178,44783
54037,"Jefferson County, West Virginia",20895,76503
54039,"Kanawha County, West Virginia",79437,45426
54041,"Lewis County, West Virginia",6577,39423
54043,"Lincoln County, West Virginia",7879,37679
54045,"Logan County, West Virginia",13875,38123
54047,"McDowell County, West Virginia",7711,26547
54049,"Marion County, West Virginia",22942,48605
54051,"Marshall County, West Virginia",12232,43918
54053,"Mason County, West Virginia",10849,40347
54055,"Mercer County, West Virginia",24882,39372
54057,"Mineral County, West Virginia",11184,46354
54059,"Mingo County, West Virginia",10772,31305
54061,"Monongalia County, West Virginia",38856,49926
54063,"Monroe County, West Virginia",5744,36493
54065,"Morgan County, West Virginia",7166,50661
54067,"Nicholas County, West Virginia",10472,38468
54069,"Ohio County, West Virginia",17351,48418
54071,"Pendleton County, West Virginia",3154,41210
54073,"Pleasants County, West Virginia",2869,48563
54075,"Pocahontas County, West Virginia",3579,39702
54077,"Preston County, West Virginia",12383,48317
54079,"Putnam County, West Virginia",21665,59626
54081,"Raleigh County, West Virginia",31119,42296
54083,"Randolph County, West Virginia",11254,41094
54085,"Ritchie County, West Virginia",3930,44472
54087,"Roane County, West Virginia",5679,34300
54089,"Summers County, West Virginia",5489,36049
54091,"Taylor County, West Virginia",6661,47205
54093,"Tucker County, West Virginia",3103,45655
54095,"Tyler County, West Virginia",3298,41108
54097,"Upshur County, West Virginia",9378,40401
54099,"Wayne County, West Virginia",15799,36875
54101,"Webster County, West Virginia",3811,34312
54103,"Wetzel County, West Virginia",5891,42125
54105,"Wirt County, West Virginia",2499,40189
54107,"Wood County, West Virginia",36018,45958
54109,"Wyoming County, West Virginia",8823,40045
55001,"Adams County, Wisconsin",8619,43280
55003,"Ashland County, Wisconsin",6546,43861
55005,"Barron County, Wisconsin",19108,50903
55007,"Bayfield County, Wisconsin",6963,52910
55009,"Brown County, Wisconsin",104133,59963
55011,"Buffalo County, Wisconsin",5713,57134
55013,"Burnett County, Wisconsin",7303,49982
55015,"Calumet County, Wisconsin",19567,72530
55017,"Chippewa County, Wisconsin",25485,57288
55019,"Clark County, Wisconsin",12800,51872
55021,"Columbia County, Wisconsin",23790,65348
55023,"Crawford County, Wisconsin",6618,48853
55025,"Dane County, Wisconsin",219490,70541
55027,"Dodge County, Wisconsin",34605,58870
55029,"Door County, Wisconsin",13196,58287
55031,"Douglas County, Wisconsin",18920,52480
55033,"Dunn County, Wisconsin",16818,56268
55035,"Eau Claire County, Wisconsin",40753,55711
55037,"Florence County, Wisconsin",2010,49128
55039,"Fond du Lac County, Wisconsin",41346,59373
55041,"Forest County, Wisconsin",4029,44313
55043,"Grant County, Wisconsin",19401,52958
55045,"Green County, Wisconsin",15098,62699
55047,"Green Lake County, Wisconsin",7935,53260
55049,"Iowa County, Wisconsin",9835,62785
55051,"Iron County, Wisconsin",3003,40801
55053,"Jackson County, Wisconsin",8083,52984
55055,"Jefferson County, Wisconsin",32866,63676
55057,"Juneau County, Wisconsin",10640,51056
55059,"Kenosha County, Wisconsin",63423,60929
55061,"Kewaunee County, Wisconsin",8238,63118
55063,"La Crosse County, Wisconsin",47319,55479
55065,"Lafayette County, Wisconsin",6679,59629
55067,"Langlade County, Wisconsin",8594,46557
55069,"Lincoln County, Wisconsin",12547,56086
55071,"Manitowoc County, Wisconsin",34463,53489
55073,"Marathon County, Wisconsin",55377,59543
55075,"Marinette County, Wisconsin",18631,47497
55077,"Marquette County, Wisconsin",6516,49586
55078,"Menominee County, Wisconsin",1443,43872
55079,"Milwaukee County, Wisconsin",382070,48742
55081,"Monroe County, Wisconsin",17772,58178
55083,"Oconto County, Wisconsin",15940,57105
55085,"Oneida County, Wisconsin",15403,54198
55087,"Outagamie County, Wisconsin",72947,63536
55089,"Ozaukee County, Wisconsin",35625,82807
55091,"Pepin County, Wisconsin",3095,53140
55093,"Pierce County, Wisconsin",15367,72111
55095,"Polk County, Wisconsin",18314,56932
55097,"Portage County, Wisconsin",28357,57368
55099,"Price County, Wisconsin",6605,46742
55101,"Racine County, Wisconsin",76384,59749
55103,"Richland County, Wisconsin",7626,51335
55105,"Rock County, Wisconsin",64538,55832
55107,"Rusk County, Wisconsin",6382,44302
55109,"St. Croix County, Wisconsin",33674,81124
55111,"Sauk County, Wisconsin",26178,56732
55113,"Sawyer County, Wisconsin",7634,44555
55115,"Shawano County, Wisconsin",17019,54143
55117,"Sheboygan County, Wisconsin",47303,58943
55119,"Taylor County, Wisconsin",8632,51698
55121,"Trempealeau County, Wisconsin",11936,55865
55123,"Vernon County, Wisconsin",12080,50905
55125,"Vilas County, Wisconsin",10914,44285
55127,"Walworth County, Wisconsin",40372,61106
55129,"Washburn County, Wisconsin",7062,48422
55131,"Washington County, Wisconsin",54138,74062
55133,"Waukesha County, Wisconsin",157548,84331
55135,"Waupaca County, Wisconsin",22024,57680
55137,"Waushara County, Wisconsin",9869,51195
55139,"Winnebago County, Wisconsin",70173,57124
55141,"Wood County, Wisconsin",32245,53473
56001,"Albany County, Wyoming",16027,46865
56003,"Big Horn County, Wyoming",4494,53435
56005,"Campbell County, Wyoming",17488,79916
56007,"Carbon County, Wyoming",6341,60206
56009,"Converse County, Wyoming",5429,63923
56011,"Crook County, Wyoming",2924,64055
56013,"Fremont County, Wyoming",15003,54242
56015,"Goshen County, Wyoming",5209,49774
56017,"Hot Springs County, Wyoming",2209,51875
56019,"Johnson County, Wyoming",3828,55991
56021,"Laramie County, Wyoming",39179,64220
56023,"Lincoln County, Wyoming",7075,64519
56025,"Natrona County, Wyoming",32851,60550
56027,"Niobrara County, Wyoming",978,39359
56029,"Park County, Wyoming",11977,62666
56031,"Platte County, Wyoming",3936,47096
56033,"Sheridan County, Wyoming",13159,58521
56035,"Sublette County, Wyoming",3275,78680
56037,"Sweetwater County, Wyoming",15871,73008
56039,"Teton County, Wyoming",9158,83831
56041,"Uinta County, Wyoming",7735,58235
56043,"Washakie County, Wyoming",3422,53426
56045,"Weston County, Wyoming",3062,52867
72001,"Adjuntas Municipio, Puerto Rico",5861,12902
72003,"Aguada Municipio, Puerto Rico",12819,16347
72005,"Aguadilla Municipio, Puerto Rico",21604,16693
72007,"Aguas Buenas Municipio, Puerto Rico",8469,17255
72009,"Aibonito Municipio, Puerto Rico",8301,19720
72011,"A�asco Municipio, Puerto Rico",8933,19379
72013,"Arecibo Municipio, Puerto Rico",31788,18001
72015,"Arroyo Municipio, Puerto Rico",6002,16976
72017,"Barceloneta Municipio, Puerto Rico",8010,16889
72019,"Barranquitas Municipio, Puerto Rico",8918,15970
72021,"Bayam�n Municipio, Puerto Rico",67940,26017
72023,"Cabo Rojo Municipio, Puerto Rico",15656,16080
72025,"Caguas Municipio, Puerto Rico",48629,25006
72027,"Camuy Municipio, Puerto Rico",11431,16831
72029,"Can�vanas Municipio, Puerto Rico",14498,20673
72031,"Carolina Municipio, Puerto Rico",63401,29434
72033,"Cata�o Municipio, Puerto Rico",8792,18253
72035,"Cayey Municipio, Puerto Rico",16183,21320
72037,"Ceiba Municipio, Puerto Rico",4367,19103
72039,"Ciales Municipio, Puerto Rico",5870,15071
72041,"Cidra Municipio, Puerto Rico",12913,19949
72043,"Coamo Municipio, Puerto Rico",13346,19833
72045,"Comer�o Municipio, Puerto Rico",5836,12812
72047,"Corozal Municipio, Puerto Rico",10768,15088
72049,"Culebra Municipio, Puerto Rico",475,23802
72051,"Dorado Municipio, Puerto Rico",11881,29667
72053,"Fajardo Municipio, Puerto Rico",12231,19068
72054,"Florida Municipio, Puerto Rico",4291,20315
72055,"Gu�nica Municipio, Puerto Rico",5469,13242
72057,"Guayama Municipio, Puerto Rico",14476,16374
72059,"Guayanilla Municipio, Puerto Rico",6485,16922
72061,"Guaynabo Municipio, Puerto Rico",30963,33937
72063,"Gurabo Municipio, Puerto Rico",14780,33661
72065,"Hatillo Municipio, Puerto Rico",14093,17201
72067,"Hormigueros Municipio, Puerto Rico",6253,19394
72069,"Humacao Municipio, Puerto Rico",17896,19880
72071,"Isabela Municipio, Puerto Rico",15012,16748
72073,"Jayuya Municipio, Puerto Rico",5087,15424
72075,"Juana D�az Municipio, Puerto Rico",15673,20845
72077,"Juncos Municipio, Puerto Rico",12718,18969
72079,"Lajas Municipio, Puerto Rico",7911,13747
72081,"Lares Municipio, Puerto Rico",9960,14540
72083,"Las Mar�as Municipio, Puerto Rico",2872,13435
72085,"Las Piedras Municipio, Puerto Rico",12527,21792
72087,"Lo�za Municipio, Puerto Rico",8728,17402
72089,"Luquillo Municipio, Puerto Rico",6519,20829
72091,"Manat� Municipio, Puerto Rico",15337,19459
72093,"Maricao Municipio, Puerto Rico",1930,13262
72095,"Maunabo Municipio, Puerto Rico",3882,19788
72097,"Mayag�ez Municipio, Puerto Rico",29912,14120
72099,"Moca Municipio, Puerto Rico",13278,14155
72101,"Morovis Municipio, Puerto Rico",9943,20589
72103,"Naguabo Municipio, Puerto Rico",8317,19356
72105,"Naranjito Municipio, Puerto Rico",8520,19332
72107,"Orocovis Municipio, Puerto Rico",6734,13319
72109,"Patillas Municipio, Puerto Rico",6233,15761
72111,"Pe�uelas Municipio, Puerto Rico",6987,17592
72113,"Ponce Municipio, Puerto Rico",52696,17173
72115,"Quebradillas Municipio, Puerto Rico",8286,16630
72117,"Rinc�n Municipio, Puerto Rico",5128,21591
72119,"R�o Grande Municipio, Puerto Rico",15732,22509
72121,"Sabana Grande Municipio, Puerto Rico",7493,16846
72123,"Salinas Municipio, Puerto Rico",10374,16887
72125,"San Germ�n Municipio, Puerto Rico",11840,15619
72127,"San Juan Municipio, Puerto Rico",144573,22146
72129,"San Lorenzo Municipio, Puerto Rico",13749,18821
72131,"San Sebasti�n Municipio, Puerto Rico",13904,14812
72133,"Santa Isabel Municipio, Puerto Rico",7465,17640
72135,"Toa Alta Municipio, Puerto Rico",22032,28863
72137,"Toa Baja Municipio, Puerto Rico",27258,24899
72139,"Trujillo Alto Municipio, Puerto Rico",23982,31193
72141,"Utuado Municipio, Puerto Rico",9851,16533
72143,"Vega Alta Municipio, Puerto Rico",12229,18895
72145,"Vega Baja Municipio, Puerto Rico",18081,19096
72147,"Vieques Municipio, Puerto Rico",2470,15539
72149,"Villalba Municipio, Puerto Rico",7712,19855
72151,"Yabucoa Municipio, Puerto Rico",11722,16013
72153,"Yauco Municipio, Puerto Rico",10790,14954
