FIPSCode,total_2016,gop_2016,dem_2016,oth_2016,WINNER
1001,24661,18110,5908,643,Rep
1003,94090,72780,18409,2901,Rep
1005,10390,5431,4848,111,Rep
1007,8748,6733,1874,141,Rep
1009,25384,22808,2150,426,Rep
1011,4701,1139,3530,32,Dem
1013,8685,4891,3716,78,Rep
1015,47376,32803,13197,1376,Rep
1017,13778,7803,5763,212,Rep
1019,10503,8809,1524,170,Rep
1021,18255,15068,2909,278,Rep
1023,7268,4102,3109,57,Rep
1025,12936,7109,5712,115,Rep
1027,6572,5230,1234,108,Rep
1029,6532,5738,684,110,Rep
1031,20513,15825,4194,494,Rep
1033,24626,16718,7296,612,Rep
1035,6543,3413,3069,61,Rep
1037,5223,3376,1780,67,Rep
1039,15818,13222,2379,217,Rep
1041,6252,4511,1663,78,Rep
1043,37278,32734,3730,814,Rep
1045,18617,13798,4408,411,Rep
1047,18730,5784,12826,120,Dem
1049,26086,21779,3682,625,Rep
1051,36905,27619,8436,850,Rep
1053,15213,10282,4698,233,Rep
1055,43474,32132,10350,992,Rep
1057,8196,6705,1358,133,Rep
1059,11955,9466,2197,292,Rep
1061,11659,9967,1522,170,Rep
1063,4862,838,4006,18,Dem
1065,8010,3172,4772,66,Dem
1067,8017,5623,2286,108,Rep
1069,42030,30567,10547,916,Rep
1071,20785,16643,3663,479,Rep
1073,290111,130614,151581,7916,Dem
1075,6931,5819,1035,77,Rep
1077,38813,27735,9877,1201,Rep
1079,14623,10732,3611,280,Rep
1081,57668,34321,20987,2360,Rep
1083,39400,28824,9340,1236,Rep
1085,6676,1751,4882,43,Dem
1087,8748,1394,7237,117,Dem
1089,159473,89199,62435,7839,Rep
1091,10948,5224,5607,117,Dem
1093,12912,11273,1432,207,Rep
1095,34965,29217,4913,835,Rep
1097,163387,91087,68429,3871,Rep
1099,10185,5771,4310,104,Rep
1101,94572,33928,58669,1975,Dem
1103,49991,37392,11216,1383,Rep
1105,5255,1403,3823,29,Dem
1107,9494,5454,3972,68,Rep
1109,13025,7681,5039,305,Rep
1111,10130,7697,2290,143,Rep
1113,19136,9210,9577,349,Dem
1115,37937,31579,5550,808,Rep
1117,99208,72846,22927,3435,Rep
1119,6391,1581,4739,71,Dem
1121,33218,20596,12108,514,Rep
1123,18504,12967,5271,266,Rep
1125,81708,47701,31746,2261,Rep
1127,29243,24208,4486,549,Rep
1129,8492,6031,2366,95,Rep
1131,6095,1737,4329,29,Dem
1133,10255,9225,871,159,Rep
2013,NA,NA,NA,NA,Rep
2016,NA,NA,NA,NA,Rep
2020,NA,NA,NA,NA,Rep
2050,NA,NA,NA,NA,Rep
2060,NA,NA,NA,NA,Rep
2068,NA,NA,NA,NA,Rep
2070,NA,NA,NA,NA,Rep
2090,NA,NA,NA,NA,Rep
2100,NA,NA,NA,NA,Rep
2105,NA,NA,NA,NA,Rep
2110,NA,NA,NA,NA,Rep
2122,NA,NA,NA,NA,Rep
2130,NA,NA,NA,NA,Rep
2150,NA,NA,NA,NA,Rep
2158,NA,NA,NA,NA,Rep
2164,NA,NA,NA,NA,Rep
2170,NA,NA,NA,NA,Rep
2180,NA,NA,NA,NA,Rep
2185,NA,NA,NA,NA,Rep
2188,NA,NA,NA,NA,Rep
2195,NA,NA,NA,NA,Rep
2198,NA,NA,NA,NA,Rep
2220,NA,NA,NA,NA,Rep
2230,NA,NA,NA,NA,Rep
2240,NA,NA,NA,NA,Rep
2261,NA,NA,NA,NA,Rep
2275,NA,NA,NA,NA,Rep
2282,NA,NA,NA,NA,Rep
2290,NA,NA,NA,NA,Rep
4001,18659,5315,12196,1148,Dem
4003,43147,25036,15291,2820,Rep
4005,44929,16573,25308,3048,Dem
4007,21398,13672,6746,980,Rep
4009,11939,8025,3301,613,Rep
4011,3243,1892,1092,259,Rep
4012,4931,3381,1318,232,Rep
4013,1201934,590465,549040,62429,Rep
4015,74189,54656,16485,3048,Rep
4017,35409,18165,15362,1882,Rep
4019,360762,147019,195649,18094,Dem
4021,93805,53857,35737,4211,Rep
4023,14926,3650,10684,592,Dem
4025,92780,58862,29705,4213,Rep
4027,40759,20586,18336,1837,Rep
5001,6167,3825,1939,403,Rep
5003,8027,5338,2408,281,Rep
5005,19572,14655,4163,754,Rep
5007,94262,60751,27894,5617,Rep
5009,15912,12225,2925,762,Rep
5011,3617,2163,1317,137,Rep
5013,2250,1554,636,60,Rep
5015,10656,6773,3334,549,Rep
5017,4149,1716,2350,83,Dem
5019,8365,4398,3606,361,Rep
5021,5978,3779,1999,200,Rep
5023,11968,9454,2101,413,Rep
5025,3299,2460,723,116,Rep
5027,8837,5456,3140,241,Rep
5029,7837,4844,2655,338,Rep
5031,34968,22798,10474,1696,Rep
5033,22155,16655,4476,1024,Rep
5035,15798,6953,8368,477,Dem
5037,6831,4577,1995,259,Rep
5039,2741,1507,1165,69,Rep
5041,4226,1915,2227,84,Dem
5043,6552,3967,2364,221,Rep
5045,46364,29170,14525,2669,Rep
5047,6698,5034,1376,288,Rep
5049,4744,3470,1067,207,Rep
5051,40337,26053,12283,2001,Rep
5053,6855,5160,1407,288,Rep
5055,14422,10698,3056,668,Rep
5057,6984,4391,2371,222,Rep
5059,11815,8153,3137,525,Rep
5061,4634,3155,1350,129,Rep
5063,13443,9925,2878,640,Rep
5065,5396,4042,1111,243,Rep
5067,5093,3262,1583,248,Rep
5069,25683,9231,15721,731,Dem
5071,8997,6072,2421,504,Rep
5073,2835,1750,1028,57,Rep
5075,5629,4064,1263,302,Rep
5077,3004,1229,1735,40,Dem
5079,3814,2455,1252,107,Rep
5081,5192,3604,1397,191,Rep
5083,7839,5737,1712,390,Rep
5085,26766,19902,5638,1226,Rep
5087,6782,4917,1587,278,Rep
5089,6718,5077,1377,264,Rep
5091,16015,11293,4273,449,Rep
5093,12995,6988,5621,386,Rep
5095,2766,1400,1298,68,Rep
5097,3445,2573,735,137,Rep
5099,3233,2001,1156,76,Rep
5101,3731,2875,699,157,Rep
5103,9881,5347,4320,214,Rep
5105,4213,2979,1035,199,Rep
5107,6894,2443,4292,159,Dem
5109,3956,3150,684,122,Rep
5111,5283,3149,1878,256,Rep
5113,8121,6606,1210,305,Rep
5115,21545,15694,4818,1033,Rep
5117,3404,2503,812,89,Rep
5119,157728,61182,89377,7169,Dem
5121,6313,4508,1425,380,Rep
5123,7412,3195,4031,186,Dem
5125,51971,35852,13247,2872,Rep
5127,3017,2378,507,132,Rep
5129,3698,2955,601,142,Rep
5131,43557,28769,12184,2604,Rep
5133,4517,3281,1075,161,Rep
5135,7190,5405,1472,313,Rep
5137,5527,4081,1189,257,Rep
5139,16338,10201,5667,470,Rep
5141,7111,5382,1547,182,Rep
5143,78153,40418,32296,5439,Rep
5145,27451,21038,5157,1256,Rep
5147,2550,1344,1117,89,Rep
5149,6389,4600,1472,317,Rep
6001,424517,64010,337524,22983,Dem
6003,575,211,318,46,Dem
6005,10049,6069,3420,560,Rep
6007,72299,35354,31638,5307,Rep
6009,19029,11064,6740,1225,Rep
6011,6260,3425,2484,351,Rep
6013,337297,87211,231968,18118,Dem
6015,7949,4370,2997,582,Rep
6017,69852,37286,28026,4540,Rep
6019,201710,94005,98103,9602,Dem
6021,5440,3405,1766,269,Rep
6023,33636,10883,19596,3157,Dem
6025,20858,5607,14331,920,Dem
6027,7761,4128,3067,566,Rep
6029,168734,95064,64980,8690,Rep
6031,23497,13158,9077,1262,Rep
6033,13045,5752,6240,1053,Dem
6035,9089,6533,2026,530,Rep
6037,2314275,542591,1654626,117058,Dem
6039,34263,19221,13283,1759,Rep
6041,88115,14214,69518,4383,Dem
6043,7345,4317,2568,460,Rep
6045,11435,3571,6905,959,Dem
6047,42523,18486,21856,2181,Dem
6049,3359,2413,798,148,Rep
6051,4946,1989,2551,406,Dem
6053,70861,19580,47387,3894,Dem
6055,31534,9335,20454,1745,Dem
6057,33258,14686,16199,2373,Dem
6059,830206,371268,413982,44956,Dem
6061,105157,55212,43915,6030,Rep
6063,8830,5079,3224,527,Rep
6065,517200,240013,253215,23972,Dem
6067,373433,133829,217211,22393,Dem
6069,11758,4358,6751,649,Dem
6071,498697,214698,258409,25590,Dem
6073,768383,298521,429338,40524,Dem
6075,279917,27633,238772,13512,Dem
6077,134076,56194,71349,6533,Dem
6079,106021,44981,53911,7129,Dem
6081,213715,40809,163084,9822,Dem
6083,139366,45788,85147,8431,Dem
6085,553336,116196,406049,31091,Dem
6087,80273,14523,60529,5221,Dem
6089,61493,40447,17483,3563,Rep
6091,1791,1044,596,151,Rep
6093,14639,8392,5252,995,Rep
6095,141218,45641,87419,8158,Dem
6097,164060,37421,116027,10612,Dem
6099,109582,52567,51171,5844,Rep
6101,19617,10947,7599,1071,Rep
6103,17477,11429,5120,928,Rep
6105,4716,2409,1876,431,Rep
6107,59817,33372,23663,2782,Rep
6109,18693,10614,7075,1004,Rep
6111,259438,101351,143095,14992,Dem
6113,50623,13178,34460,2985,Dem
6115,14929,8869,5115,945,Rep
8001,175125,73807,86471,14847,Dem
8003,6897,3031,3168,698,Dem
8005,281658,109638,148365,23655,Dem
8007,7290,4234,2489,567,Rep
8009,2107,1716,278,113,Rep
8011,1892,1166,581,145,Rep
8013,176735,38766,124715,13254,Dem
8014,37342,14272,19530,3540,Dem
8015,10999,5283,4773,943,Rep
8017,1076,905,127,44,Rep
8019,5532,2426,2585,521,Dem
8021,3970,1885,1753,332,Rep
8023,1820,581,1109,130,Dem
8025,1511,1069,336,106,Rep
8027,3064,2059,797,208,Rep
8029,16661,11584,4048,1029,Rep
8031,232291,43637,174611,14043,Dem
8033,1230,936,227,67,Rep
8035,182918,100178,67045,15695,Rep
8037,22611,8153,12652,1806,Dem
8039,15689,11536,3056,1097,Rep
8041,313273,176506,105807,30960,Rep
8043,21880,15066,5275,1539,Rep
8045,26328,13071,11205,2052,Rep
8047,3574,1564,1634,376,Dem
8049,8513,4467,3319,727,Rep
8051,9299,3250,5068,981,Dem
8053,589,339,197,53,Rep
8055,3772,1875,1631,266,Rep
8057,862,628,171,63,Rep
8059,309529,130233,151885,27411,Dem
8061,853,726,91,36,Rep
8063,3613,2894,526,193,Rep
8065,3175,1264,1600,311,Dem
8067,30722,12471,15300,2951,Dem
8069,193897,82624,92170,19103,Dem
8071,6693,3656,2614,423,Rep
8073,2402,1873,399,130,Rep
8075,9702,7272,1843,587,Rep
8077,74876,48129,20958,5789,Rep
8079,652,344,237,71,Rep
8081,6510,5293,874,343,Rep
8083,12706,7771,3920,1015,Rep
8085,21070,14303,5438,1329,Rep
8087,11888,8104,3128,656,Rep
8089,5038,2988,1719,331,Rep
8091,3287,1337,1690,260,Dem
8093,10245,6053,3351,841,Rep
8095,2332,1791,436,105,Rep
8097,10387,2522,7239,626,Dem
8099,4978,3508,1173,297,Rep
8101,60112,27746,27945,4421,Dem
8103,3436,2782,433,221,Rep
8105,5488,3060,1985,443,Rep
8107,13772,5149,7487,1136,Dem
8109,2707,1109,1345,253,Dem
8111,506,215,265,26,Dem
8113,4311,1030,2960,321,Dem
8115,1364,1015,267,82,Rep
8117,16061,5064,9502,1495,Dem
8119,14203,9580,3547,1076,Rep
8121,2708,2284,289,135,Rep
8123,133790,75882,45869,12039,Rep
8125,4664,3755,701,208,Rep
9001,410279,155457,238723,16099,Dem
9001,410279,155457,238723,16099,Dem
9001,410279,155457,238723,16099,Dem
9001,410279,155457,238723,16099,Dem
9001,410279,155457,238723,16099,Dem
9001,410279,155457,238723,16099,Dem
9001,410279,155457,238723,16099,Dem
9001,410279,155457,238723,16099,Dem
9001,410279,155457,238723,16099,Dem
9001,410279,155457,238723,16099,Dem
9001,410279,155457,238723,16099,Dem
9001,410279,155457,238723,16099,Dem
9001,410279,155457,238723,16099,Dem
9001,410279,155457,238723,16099,Dem
9001,410279,155457,238723,16099,Dem
9001,410279,155457,238723,16099,Dem
9001,410279,155457,238723,16099,Dem
9001,410279,155457,238723,16099,Dem
9001,410279,155457,238723,16099,Dem
9001,410279,155457,238723,16099,Dem
9001,410279,155457,238723,16099,Dem
9001,410279,155457,238723,16099,Dem
9001,410279,155457,238723,16099,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9003,399219,147912,233789,17518,Dem
9005,97434,53376,39836,4222,Rep
9005,97434,53376,39836,4222,Rep
9005,97434,53376,39836,4222,Rep
9005,97434,53376,39836,4222,Rep
9005,97434,53376,39836,4222,Rep
9005,97434,53376,39836,4222,Rep
9005,97434,53376,39836,4222,Rep
9005,97434,53376,39836,4222,Rep
9005,97434,53376,39836,4222,Rep
9005,97434,53376,39836,4222,Rep
9005,97434,53376,39836,4222,Rep
9005,97434,53376,39836,4222,Rep
9005,97434,53376,39836,4222,Rep
9005,97434,53376,39836,4222,Rep
9005,97434,53376,39836,4222,Rep
9005,97434,53376,39836,4222,Rep
9005,97434,53376,39836,4222,Rep
9005,97434,53376,39836,4222,Rep
9005,97434,53376,39836,4222,Rep
9005,97434,53376,39836,4222,Rep
9005,97434,53376,39836,4222,Rep
9005,97434,53376,39836,4222,Rep
9005,97434,53376,39836,4222,Rep
9005,97434,53376,39836,4222,Rep
9005,97434,53376,39836,4222,Rep
9005,97434,53376,39836,4222,Rep
9007,88402,38847,45306,4249,Dem
9007,88402,38847,45306,4249,Dem
9007,88402,38847,45306,4249,Dem
9007,88402,38847,45306,4249,Dem
9007,88402,38847,45306,4249,Dem
9007,88402,38847,45306,4249,Dem
9007,88402,38847,45306,4249,Dem
9007,88402,38847,45306,4249,Dem
9007,88402,38847,45306,4249,Dem
9007,88402,38847,45306,4249,Dem
9007,88402,38847,45306,4249,Dem
9007,88402,38847,45306,4249,Dem
9007,88402,38847,45306,4249,Dem
9007,88402,38847,45306,4249,Dem
9007,88402,38847,45306,4249,Dem
9009,375909,158373,203601,13935,Dem
9009,375909,158373,203601,13935,Dem
9009,375909,158373,203601,13935,Dem
9009,375909,158373,203601,13935,Dem
9009,375909,158373,203601,13935,Dem
9009,375909,158373,203601,13935,Dem
9009,375909,158373,203601,13935,Dem
9009,375909,158373,203601,13935,Dem
9009,375909,158373,203601,13935,Dem
9009,375909,158373,203601,13935,Dem
9009,375909,158373,203601,13935,Dem
9009,375909,158373,203601,13935,Dem
9009,375909,158373,203601,13935,Dem
9009,375909,158373,203601,13935,Dem
9009,375909,158373,203601,13935,Dem
9009,375909,158373,203601,13935,Dem
9009,375909,158373,203601,13935,Dem
9009,375909,158373,203601,13935,Dem
9009,375909,158373,203601,13935,Dem
9009,375909,158373,203601,13935,Dem
9009,375909,158373,203601,13935,Dem
9009,375909,158373,203601,13935,Dem
9009,375909,158373,203601,13935,Dem
9009,375909,158373,203601,13935,Dem
9009,375909,158373,203601,13935,Dem
9009,375909,158373,203601,13935,Dem
9009,375909,158373,203601,13935,Dem
9011,124527,54574,62951,7002,Dem
9011,124527,54574,62951,7002,Dem
9011,124527,54574,62951,7002,Dem
9011,124527,54574,62951,7002,Dem
9011,124527,54574,62951,7002,Dem
9011,124527,54574,62951,7002,Dem
9011,124527,54574,62951,7002,Dem
9011,124527,54574,62951,7002,Dem
9011,124527,54574,62951,7002,Dem
9011,124527,54574,62951,7002,Dem
9011,124527,54574,62951,7002,Dem
9011,124527,54574,62951,7002,Dem
9011,124527,54574,62951,7002,Dem
9011,124527,54574,62951,7002,Dem
9011,124527,54574,62951,7002,Dem
9011,124527,54574,62951,7002,Dem
9011,124527,54574,62951,7002,Dem
9011,124527,54574,62951,7002,Dem
9011,124527,54574,62951,7002,Dem
9011,124527,54574,62951,7002,Dem
9011,124527,54574,62951,7002,Dem
9013,77069,33989,38450,4630,Dem
9013,77069,33989,38450,4630,Dem
9013,77069,33989,38450,4630,Dem
9013,77069,33989,38450,4630,Dem
9013,77069,33989,38450,4630,Dem
9013,77069,33989,38450,4630,Dem
9013,77069,33989,38450,4630,Dem
9013,77069,33989,38450,4630,Dem
9013,77069,33989,38450,4630,Dem
9013,77069,33989,38450,4630,Dem
9013,77069,33989,38450,4630,Dem
9013,77069,33989,38450,4630,Dem
9013,77069,33989,38450,4630,Dem
9015,50703,25738,21776,3189,Rep
9015,50703,25738,21776,3189,Rep
9015,50703,25738,21776,3189,Rep
9015,50703,25738,21776,3189,Rep
9015,50703,25738,21776,3189,Rep
9015,50703,25738,21776,3189,Rep
9015,50703,25738,21776,3189,Rep
9015,50703,25738,21776,3189,Rep
9015,50703,25738,21776,3189,Rep
9015,50703,25738,21776,3189,Rep
9015,50703,25738,21776,3189,Rep
9015,50703,25738,21776,3189,Rep
9015,50703,25738,21776,3189,Rep
9015,50703,25738,21776,3189,Rep
9015,50703,25738,21776,3189,Rep
10001,74253,36989,33347,3917,Rep
10003,261468,85507,162905,13056,Dem
10005,105814,62607,39329,3878,Rep
11001,280272,11553,260223,8496,Dem
12001,127827,46584,75370,5873,Dem
12003,12634,10294,2112,228,Rep
12005,87151,62010,21689,3452,Rep
12007,12098,8913,2924,261,Rep
12009,314337,181620,119525,13192,Rep
12011,822837,258521,546956,17360,Dem
12013,6067,4647,1236,184,Rep
12015,96323,60196,33421,2706,Rep
12017,79590,54377,22765,2448,Rep
12019,106363,74898,27768,3697,Rep
12021,170505,105297,60941,4267,Rep
12023,28696,20359,7599,738,Rep
12027,10761,6744,3761,256,Rep
12029,7202,5822,1270,110,Rep
12031,428734,210061,203627,15046,Rep
12033,151609,88370,57114,6125,Rep
12035,57413,33804,21985,1624,Rep
12037,6003,4119,1738,146,Rep
12039,22079,6721,14994,364,Dem
12041,8418,6740,1457,221,Rep
12043,4355,2996,1271,88,Rep
12045,7279,5320,1715,244,Rep
12047,5451,3439,1899,113,Rep
12049,7577,5238,2147,192,Rep
12051,11106,6192,4610,304,Rep
12053,93878,59029,31818,3031,Rep
12055,45589,29509,14901,1179,Rep
12057,595072,265928,306422,22722,Dem
12059,8506,7476,852,178,Rep
12061,79897,48564,28997,2336,Rep
12063,20997,14231,6383,383,Rep
12065,7641,3930,3537,174,Rep
12067,3375,2795,515,65,Rep
12069,169898,101888,62597,5413,Rep
12071,325797,191141,124725,9931,Rep
12073,151925,53777,91936,6212,Dem
12075,19367,13758,5091,518,Rep
12077,3295,2542,651,102,Rep
12079,8503,4849,3526,128,Rep
12081,178521,101681,71066,5774,Rep
12083,174485,107710,61958,4817,Rep
12085,85741,53182,30158,2401,Rep
12086,978670,333666,623006,21998,Dem
12087,42434,21885,18949,1600,Rep
12089,46537,34221,10849,1467,Rep
12091,100657,71788,23711,5158,Rep
12093,13632,9342,3953,337,Rep
12095,545800,195091,329579,21130,Dem
12097,139981,50252,85287,4442,Dem
12099,657235,270762,371411,15062,Dem
12101,240814,141943,89998,8873,Rep
12103,491520,238746,233327,19447,Rep
12105,283828,157216,117182,9430,Rep
12107,32652,21873,9920,859,Rep
12109,136392,88633,43037,4722,Rep
12111,140731,70248,66812,3671,Rep
12113,87432,65126,18398,3908,Rep
12115,228509,124098,97676,6735,Rep
12117,224377,109265,105611,9501,Rep
12119,76649,52722,22631,1296,Rep
12121,18675,14281,3955,439,Rep
12123,9279,6923,2149,207,Rep
12125,5693,4567,1014,112,Rep
12127,260304,142763,108793,8748,Rep
12129,15344,10507,4348,489,Rep
12131,33559,25695,6861,1003,Rep
12133,11144,8630,2261,253,Rep
13001,7003,5492,1434,77,Rep
13003,2604,1873,696,35,Rep
13005,4010,3356,607,47,Rep
13007,1440,775,650,15,Rep
13009,16075,7691,7965,419,Dem
13011,6946,6130,684,132,Rep
13013,28828,21105,6580,1143,Rep
13015,39263,29879,8204,1180,Rep
13017,5923,3734,2098,91,Rep
13019,6563,5408,1041,114,Rep
13021,58327,22589,34383,1355,Dem
13023,4934,3717,1094,123,Rep
13025,6285,5561,619,105,Rep
13027,6268,3679,2504,85,Rep
13029,15063,10513,4010,540,Rep
13031,24151,14476,8812,863,Rep
13033,9350,4491,4730,129,Dem
13035,9477,6717,2566,194,Rep
13037,2023,829,1178,16,Dem
13039,18825,12287,5914,624,Rep
13043,3757,2661,1023,73,Rep
13045,43744,29983,12422,1339,Rep
13047,26510,20860,4769,881,Rep
13049,4008,2950,1004,54,Rep
13051,106013,43649,58998,3366,Dem
13053,1384,746,593,45,Rep
13055,8246,6457,1612,177,Rep
13057,110825,80611,25203,5011,Rep
13059,44221,12691,29514,2016,Dem
13061,1271,566,697,8,Dem
13063,89236,11740,75908,1588,Dem
13065,2443,1724,685,34,Rep
13067,326424,152602,159416,14406,Dem
13069,13896,9575,4090,231,Rep
13071,13592,9892,3460,240,Rep
13073,64190,43060,18863,2267,Rep
13075,6038,4175,1752,111,Rep
13077,61315,42513,16572,2230,Rep
13079,5157,3632,1419,106,Rep
13081,7500,4539,2835,126,Rep
13083,6238,5047,965,226,Rep
13085,11680,9880,1444,356,Rep
13087,10238,6009,4104,125,Rep
13089,295871,47531,239131,9209,Dem
13091,6995,5021,1836,138,Rep
13093,3836,1941,1860,35,Rep
13095,33925,10227,23224,474,Dem
13097,57365,24803,30971,1591,Dem
13099,4782,2552,2165,65,Rep
13101,1175,1006,156,13,Rep
13103,23395,17865,4851,679,Rep
13105,7912,5269,2507,136,Rep
13107,7838,5330,2433,75,Rep
13109,3602,2404,1130,68,Rep
13111,11764,9622,1920,222,Rep
13113,60387,35034,23255,2098,Rep
13115,34250,24045,9127,1078,Rep
13117,97314,69801,23427,4086,Rep
13119,8474,7054,1243,177,Rep
13121,407173,110372,281875,14926,Dem
13123,12713,10465,1955,293,Rep
13125,1390,1235,138,17,Rep
13127,34041,21482,11738,821,Rep
13129,18850,15171,3176,503,Rep
13131,9187,6047,3005,135,Rep
13133,8831,5488,3194,149,Rep
13135,323931,146463,165063,12405,Dem
13137,16128,13184,2483,461,Rep
13139,70133,51681,16153,2299,Rep
13141,3572,841,2695,36,Dem
13143,11317,9579,1474,264,Rep
13145,16392,11931,4082,379,Rep
13147,10077,7285,2583,209,Rep
13149,4206,3370,743,93,Rep
13151,98037,45641,49902,2494,Dem
13153,59559,35351,22460,1748,Rep
13155,3659,2711,890,58,Rep
13157,27057,21754,4469,834,Rep
13159,6016,4353,1544,119,Rep
13161,5089,4102,901,86,Rep
13163,6934,3057,3809,68,Dem
13165,3034,1892,1108,34,Rep
13167,3682,2519,1136,27,Rep
13169,12524,8304,3960,260,Rep
13171,7575,5183,2267,125,Rep
13173,2861,1984,805,72,Rep
13175,19448,12401,6737,310,Rep
13177,14106,10641,3166,299,Rep
13179,16082,6125,9531,426,Dem
13181,4100,2759,1271,70,Rep
13183,4109,2623,1356,130,Rep
13185,36813,21308,14614,891,Rep
13187,12324,9613,2216,495,Rep
13189,9268,5432,3699,137,Rep
13191,5893,3482,2298,113,Rep
13193,4287,1540,2705,42,Dem
13195,11945,9195,2423,327,Rep
13197,3183,1921,1213,49,Rep
13199,9181,5216,3800,165,Rep
13201,2540,1888,622,30,Rep
13205,7857,4272,3492,93,Rep
13207,12675,8821,3570,284,Rep
13209,3560,2668,847,45,Rep
13211,9435,6559,2658,218,Rep
13213,12422,10340,1799,283,Rep
13215,68320,26901,39602,1817,Dem
13217,43787,20907,21936,944,Dem
13219,19030,12885,5253,892,Rep
13221,6650,4622,1829,199,Rep
13223,64601,44646,18004,1951,Rep
13225,10699,5405,5083,211,Rep
13227,13982,11651,1977,354,Rep
13229,7297,6301,903,93,Rep
13231,8675,7273,1239,163,Rep
13233,14158,11006,2863,289,Rep
13235,3598,2436,1104,58,Rep
13237,9431,6516,2745,170,Rep
13239,1044,575,461,8,Rep
13241,7949,6287,1443,219,Rep
13243,2895,1270,1597,28,Dem
13245,74952,24441,48707,1804,Dem
13247,37589,13463,23206,920,Dem
13249,1909,1472,401,36,Rep
13251,5699,3305,2300,94,Rep
13253,3577,2343,1186,48,Rep
13255,25940,15636,9347,957,Rep
13257,9760,7682,1835,243,Rep
13259,2053,805,1220,28,Dem
13261,10973,5275,5520,178,Dem
13263,3243,1196,2001,46,Dem
13265,897,349,545,3,Dem
13267,6879,5092,1678,109,Rep
13269,3402,2062,1295,45,Rep
13271,3794,2449,1313,32,Rep
13273,4179,1872,2267,40,Dem
13275,18730,11225,7138,367,Rep
13277,12796,8680,3892,224,Rep
13279,9108,6612,2338,158,Rep
13281,6726,5377,1206,143,Rep
13283,2700,1808,860,32,Rep
13285,25793,15643,9597,553,Rep
13287,3390,2094,1243,53,Rep
13289,4053,2034,1970,49,Rep
13291,12039,9849,1962,228,Rep
13293,10924,7288,3471,165,Rep
13295,23939,18938,4213,788,Rep
13297,40425,31093,8279,1053,Rep
13299,12150,8508,3436,206,Rep
13301,2332,991,1313,28,Dem
13303,8422,4138,4187,97,Dem
13305,10376,8147,2039,190,Rep
13307,1114,630,471,13,Rep
13309,2102,1421,646,35,Rep
13311,11771,9751,1672,348,Rep
13313,30362,21514,7925,923,Rep
13315,2973,2096,852,25,Rep
13317,4470,2569,1844,57,Rep
13319,4276,2332,1893,51,Rep
13321,8266,6144,2015,107,Rep
15001,64865,17500,41258,6107,Dem
15003,285683,90296,175634,19753,Dem
15005,NA,NA,NA,NA,Dem
15007,26335,7574,16456,2305,Dem
15009,51942,13445,33479,5018,Dem
16001,195587,93748,75676,26163,Rep
16003,2183,1556,415,212,Rep
16005,33405,17180,10342,5883,Rep
16007,2928,2203,255,470,Rep
16009,4192,3101,780,311,Rep
16011,16625,10907,2924,2794,Rep
16013,10723,3340,6416,967,Dem
16015,3812,2673,777,362,Rep
16017,16815,10220,5140,1455,Rep
16019,44212,26699,8930,8583,Rep
16021,5150,3789,933,428,Rep
16023,1230,914,160,156,Rep
16025,599,410,110,79,Rep
16027,72007,46755,16683,8569,Rep
16029,3035,2275,271,489,Rep
16031,8178,5949,1036,1193,Rep
16033,283,203,44,36,Rep
16035,3801,2852,704,245,Rep
16037,2413,1777,427,209,Rep
16039,8519,5816,1814,889,Rep
16041,5499,3901,385,1213,Rep
16043,5714,4091,651,972,Rep
16045,7952,5980,1229,743,Rep
16047,5191,3743,930,518,Rep
16049,8223,6441,1196,586,Rep
16051,11471,8436,976,2059,Rep
16053,10667,7347,2117,1203,Rep
16055,66286,44449,16264,5573,Rep
16057,18146,7255,8093,2798,Dem
16059,4068,3011,733,324,Rep
16061,1590,1202,270,118,Rep
16063,1748,1184,360,204,Rep
16065,15687,8941,1201,5545,Rep
16067,6870,4887,1167,816,Rep
16069,17195,10699,4828,1668,Rep
16071,2068,1531,184,353,Rep
16073,3920,3052,591,277,Rep
16075,5703,4306,892,505,Rep
16077,2758,1666,699,393,Rep
16079,5120,3297,1384,439,Rep
16081,4966,2161,2157,648,Rep
16083,31893,21063,6844,3986,Rep
16085,5349,2906,1913,530,Rep
16087,4454,3283,776,395,Rep
17001,31770,22732,7633,1405,Rep
17003,2820,1496,1262,62,Rep
17005,7462,4884,2066,512,Rep
17007,22604,12261,8952,1391,Rep
